,start_date,start_station_code,end_date,end_station_code,duration_sec,is_member,dow,day_count_year,day_count_ref
575225,2016-06-27 17:25:00,6184,2016-06-27 17:59:00,6085,2068,1,0.0,179,909
604666,2016-06-29 10:49:00,6184,2016-06-29 11:10:00,6085,1263,1,0.0,181,911
623103,2016-06-30 08:35:00,6184,2016-06-30 08:56:00,6085,1288,1,0.0,182,912
625691,2016-06-30 10:28:00,6184,2016-06-30 10:49:00,6085,1257,1,0.0,182,912
99831,2016-07-05 17:02:00,6184,2016-07-05 17:30:00,6085,1647,1,0.0,187,917
139180,2016-07-07 06:05:00,6184,2016-07-07 06:25:00,6085,1168,1,0.0,189,919
220033,2016-07-11 11:56:00,6184,2016-07-11 12:17:00,6085,1262,1,0.0,193,923
407920,2016-07-19 11:50:00,6184,2016-07-19 12:10:00,6085,1218,1,0.0,201,931
427860,2016-07-20 08:03:00,6184,2016-07-20 08:23:00,6085,1225,1,0.0,202,932
503250,2016-07-23 02:53:00,6184,2016-07-23 03:10:00,6085,988,0,0.0,205,935
662651,2016-07-30 03:11:00,6184,2016-07-30 03:42:00,6085,1855,1,0.0,212,942
690323,2016-07-31 08:53:00,6184,2016-07-31 09:15:00,6085,1278,1,0.0,213,943
315154,2016-08-15 10:35:00,6184,2016-08-15 10:56:00,6085,1258,1,0.0,228,958
461821,2016-08-22 13:36:00,6184,2016-08-22 13:56:00,6085,1227,1,0.0,235,965
539759,2016-08-25 18:15:00,6184,2016-08-25 18:42:00,6085,1634,1,0.0,238,968
596541,2016-08-28 03:33:00,6184,2016-08-28 03:54:00,6085,1234,1,0.0,241,971
662784,2016-08-30 21:16:00,6184,2016-08-30 21:40:00,6085,1441,1,0.0,243,973
662786,2016-08-30 21:16:00,6184,2016-08-30 21:40:00,6085,1430,1,0.0,243,973
159082,2016-09-08 00:10:00,6184,2016-09-08 00:29:00,6085,1109,1,0.0,252,982
511002,2016-09-24 22:55:00,6184,2016-09-24 23:36:00,6085,2473,0,0.0,268,998
1231,2016-10-01 03:05:00,6184,2016-10-01 03:27:00,6085,1301,1,0.0,275,1005
130657,2016-10-08 01:58:00,6184,2016-10-08 02:21:00,6085,1396,0,0.0,282,1012
135212,2016-10-08 22:40:00,6184,2016-10-08 23:01:00,6085,1220,0,0.0,282,1012
238261,2016-10-16 00:55:00,6184,2016-10-16 01:17:00,6085,1354,1,0.0,290,1020
238262,2016-10-16 00:55:00,6184,2016-10-16 01:17:00,6085,1340,1,0.0,290,1020
295623,2016-10-20 08:27:00,6184,2016-10-20 08:46:00,6085,1172,1,0.0,294,1024
357029,2016-10-27 08:31:00,6184,2016-10-27 08:52:00,6085,1260,1,0.0,301,1031
169550,2017-04-29 00:24:00,6184,2017-04-29 00:44:00,6085,1196,1,0.0,119,1215
376173,2017-05-22 01:54:00,6184,2017-05-22 02:13:00,6085,1162,1,0.0,142,1238
498574,2017-05-28 02:55:00,6184,2017-05-28 03:16:00,6085,1309,1,0.0,148,1244
530653,2017-05-28 20:37:00,6184,2017-05-28 21:03:00,6085,1536,0,0.0,148,1244
530669,2017-05-28 20:38:00,6184,2017-05-28 21:03:00,6085,1500,0,0.0,148,1244
208946,2017-06-10 01:33:00,6184,2017-06-10 01:53:00,6085,1204,1,0.0,161,1257
491447,2017-06-20 17:09:00,6184,2017-06-20 17:35:00,6085,1523,1,0.0,171,1267
663432,2017-06-27 11:03:00,6184,2017-06-27 11:24:00,6085,1239,1,0.0,178,1274
670159,2017-06-27 16:59:00,6184,2017-06-27 17:25:00,6085,1604,1,0.0,178,1274
79141,2017-07-04 10:19:00,6184,2017-07-04 10:37:00,6085,1074,1,0.0,185,1281
233787,2017-07-09 13:42:00,6184,2017-07-09 13:57:00,6085,878,1,0.0,190,1286
349641,2017-07-13 16:58:00,6184,2017-07-13 17:22:00,6085,1424,1,0.0,194,1290
412280,2017-07-16 00:30:00,6184,2017-07-16 00:50:00,6085,1183,1,0.0,197,1293
567943,2017-07-21 13:28:00,6184,2017-07-21 13:45:00,6085,1057,1,0.0,202,1298
37685,2017-08-02 09:17:00,6184,2017-08-02 09:36:00,6085,1109,1,0.0,214,1310
39078,2017-08-02 10:20:00,6184,2017-08-02 10:37:00,6085,1015,1,0.0,214,1310
204924,2017-08-08 16:19:00,6184,2017-08-08 16:47:00,6085,1684,1,0.0,220,1316
533567,2017-08-20 12:04:00,6184,2017-08-20 12:25:00,6085,1246,0,0.0,232,1328
679758,2017-09-28 08:10:00,6184,2017-09-28 08:26:00,6085,973,1,0.0,271,1367
738079,2017-09-30 15:09:00,6184,2017-09-30 15:28:00,6085,1095,1,0.0,273,1369
26945,2017-10-02 13:13:00,6184,2017-10-02 13:29:00,6085,958,1,0.0,275,1371
154184,2017-10-08 03:44:00,6184,2017-10-08 04:02:00,6085,1120,1,0.0,281,1377
264465,2017-10-14 00:58:00,6184,2017-10-14 01:19:00,6085,1251,0,0.0,287,1383
264489,2017-10-14 01:00:00,6184,2017-10-14 01:19:00,6085,1146,0,0.0,287,1383
332742,2017-10-18 09:30:00,6184,2017-10-18 09:48:00,6085,1062,0,0.0,291,1387
115507,2017-11-12 01:05:00,6184,2017-11-12 01:26:00,6085,1224,0,0.0,316,1412
