0.1,0.0,1.0
0.11,0.0,1.0
0.12,5.29317293567e-05,0.999947068271
0.13,0.000128505590915,0.999871494409
0.14,0.000219098599539,0.9997809014
0.15,0.000324886798916,0.999675113201
0.16,0.000445384217635,0.999554615782
0.17,0.000579418409831,0.99942058159
0.18,0.000725191358998,0.999274808641
0.19,0.000880445251171,0.999119554749
0.2,0.00104274577411,0.998957254226
0.21,0.00120988858624,0.998790111414
0.22,0.00138043126367,0.998619568736
0.23,0.0015543580846,0.998445641915
0.24,0.00173390313607,0.998266096864
0.25,0.00192459201972,0.99807540798
0.26,0.00213661526336,0.997863384737
0.27,0.00238671534869,0.997613284651
0.28,0.00270084710467,0.997299152895
0.29,0.00311794443704,0.996882055563
0.3,0.00369517251252,0.996304827487
0.31,0.00451503063062,0.995484969369
0.32,0.00569455377146,0.994305446229
0.33,0.00739659071229,0.992603409288
0.34,0.00984266910339,0.990157330897
0.35,0.0133262737868,0.986673726213
0.36,0.0182244999702,0.98177550003
0.37,0.025005122846,0.974994877154
0.38,0.0342253879677,0.965774612032
0.39,0.0465186126913,0.953481387309
0.4,0.0625653700875,0.937434629912
0.41,0.08304786313,0.91695213687
0.42,0.108589052671,0.891410947329
0.43,0.139681704256,0.860318295744
0.44,0.176615873142,0.823384126858
0.45,0.219415390388,0.780584609612
0.46,0.2677938347,0.7322061653
0.47,0.321138110215,0.678861889785
0.48,0.378523700989,0.621476299011
0.49,0.438761045766,0.561238954234
0.5,0.500468380447,0.499531619553
0.51,0.56216349235,0.43783650765
0.52,0.622365196445,0.377634803555
0.53,0.679694682009,0.320305317991
0.54,0.732966897924,0.267033102076
0.55,0.781262843413,0.218737156587
0.56,0.823975293954,0.176024706046
0.57,0.860823410361,0.139176589639
0.58,0.891835771585,0.108164228415
0.59,0.917305975757,0.0826940242426
0.6,0.937728965556,0.0622710344438
0.61,0.953728555672,0.0462714443277
0.62,0.96598668214,0.0340133178603
0.63,0.975182828576,0.0248171714238
0.64,0.981948726798,0.018051273202
0.65,0.986839839323,0.0131601606766
0.66,0.990322195542,0.00967780445848
0.67,0.992771338227,0.00722866177284
0.68,0.994479473494,0.0055205265056
0.69,0.995667142526,0.00433285747405
0.7,0.996496475592,0.00350352440825
0.71,0.997084008811,0.00291599118873
0.72,0.997511905613,0.00248809438715
0.73,0.997837104433,0.00216289556707
0.74,0.998098377133,0.0019016228669
0.75,0.998321548862,0.00167845113824
0.76,0.99852324454,0.00147675545998
0.77,0.998713539314,0.0012864606858
0.78,0.998897843358,0.00110215664219
0.79,0.999078278042,0.000921721957608
0.8,0.999254722945,0.000745277055161
0.81,0.999425644864,0.000574355136261
0.82,0.999588767767,0.000411232232819
0.83,0.999741608352,0.000258391648329
0.84,0.999881884231,0.000118115769234
0.85,1.00000779708,-7.79707522914e-06
0.86,1.0001181966,-0.000118196603264
0.87,1.00021263847,-0.000212638469632
0.88,1.000291356,-0.000291356001871
0.89,1.00035516997,-0.000355169968629
